"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"46422331","2020-06-08T23:03:39.000","2020-06-09T01:25:25.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11216","278 QUINCY STREET","QUINCY STREET","NOSTRAND AVENUE","MARCY AVENUE","NOSTRAND AVENUE","MARCY AVENUE",,"BROOKLYN","QUINCY STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T05:25:28.000","03 BROOKLYN","3018080017","BROOKLYN","998147","189587","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.68703838104902","-73.94989087593237","
,  
(40.68703838104902, -73.94989087593237)"
"46420814","2020-06-08T23:03:39.000","2020-06-08T23:32:06.000","NYPD","New York City Police Department","Noise - Residential","Loud Talking","Residential Building/House","11379","58-09 86 STREET","86 STREET","QUEENS MIDTOWN EXPRESSWAY","60 AVENUE","QUEENS MIDTOWN EXPRESSWAY","60 AVENUE",,"MIDDLE VILLAGE","86 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:32:07.000","05 QUEENS","4028850195","QUEENS","1018922","205342","PHONE","Unspecified","QUEENS",,,,,,,,"40.73022508037905","-73.87490033692596","
,  
(40.73022508037905, -73.87490033692596)"
"46413928","2020-06-08T23:03:31.000","2020-06-09T00:02:13.000","NYPD","New York City Police Department","Noise - Vehicle","Engine Idling","Street/Sidewalk","10019","7 AVENUE","7 AVENUE","7 AVENUE","WEST   52 STREET","7 AVENUE","WEST   52 STREET",,,,,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2020-06-09T04:02:16.000","05 MANHATTAN",,"MANHATTAN","989139","217019","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.76234211822177","-73.98235155256397","
,  
(40.76234211822177, -73.98235155256397)"
"46423755","2020-06-08T23:03:10.000","2020-06-08T23:19:58.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10034","24 COOPER STREET","COOPER STREET","ACADEMY STREET","WEST  204 STREET","ACADEMY STREET","WEST  204 STREET",,"NEW YORK","COOPER STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:19:59.000","12 MANHATTAN","1022390029","MANHATTAN","1005130","255342","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.867504678206274","-73.92450759339577","
,  
(40.867504678206274, -73.92450759339577)"
"46413633","2020-06-08T23:03:06.000","2020-06-08T23:40:24.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11222","330 FROST STREET","FROST STREET","DEBEVOISE AVENUE","MORGAN AVENUE","DEBEVOISE AVENUE","MORGAN AVENUE",,"BROOKLYN","FROST STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T03:40:26.000","01 BROOKLYN","3028670001","BROOKLYN","1001277","201297","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.719174105682086","-73.93857527036157","
,  
(40.719174105682086, -73.93857527036157)"
"46416793","2020-06-08T23:03:00.000","2020-06-09T00:05:38.000","NYPD","New York City Police Department","Non-Emergency Police Matter","Social Distancing","Street/Sidewalk","10452","1476 SHAKESPEARE AVENUE","SHAKESPEARE AVENUE","WEST  172 STREET","DEAD END","WEST  172 STREET","DEAD END",,"BRONX","SHAKESPEARE AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:05:41.000","04 BRONX","2028720123","BRONX","1006398","246700","PHONE","Unspecified","BRONX",,,,,,,,"40.84378188820246","-73.91995164813694","
,  
(40.84378188820246, -73.91995164813694)"
"46416533","2020-06-08T23:02:49.000","2020-06-08T23:03:31.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Talking","Street/Sidewalk","10456","638 EAST  169 STREET","EAST  169 STREET","BEND","BOSTON ROAD","BEND","BOSTON ROAD",,"BRONX","EAST  169 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:03:35.000","03 BRONX","2026150034","BRONX","1011700","242043","ONLINE","Unspecified","BRONX",,,,,,,,"40.83098489147542","-73.90080798256308","
,  
(40.83098489147542, -73.90080798256308)"
"46412773","2020-06-08T23:02:27.000",,"DPR","Department of Parks and Recreation","Overgrown Tree/Branches","Clear Street Light","Street","11364","216-03 56 AVENUE","56 AVENUE","BELL BOULEVARD","217 STREET","BELL BOULEVARD","217 STREET",,"OAKLAND GARDENS","56 AVENUE",,"In Progress",,,,"11 QUEENS","4074250028","QUEENS","1049951","213057","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.75122470578567","-73.76287000553843","
,  
(40.75122470578567, -73.76287000553843)"
"46414543","2020-06-08T23:02:25.000","2020-06-08T23:34:15.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11433","112-16 159 STREET","159 STREET","111 AVENUE","MEYER AVENUE","111 AVENUE","MEYER AVENUE",,"JAMAICA","159 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:34:19.000","12 QUEENS","4121740074","QUEENS","1042552","190555","MOBILE","Unspecified","QUEENS",,,,,,,,"40.689514200552736","-73.78976949896041","
,  
(40.689514200552736, -73.78976949896041)"
"46423905","2020-06-08T23:02:12.000","2020-06-09T00:05:53.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10452","OGDEN AVENUE","OGDEN AVENUE","OGDEN AVENUE","WEST  163 STREET","OGDEN AVENUE","WEST  163 STREET",,,,,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:05:55.000","04 BRONX",,"BRONX","1003692","242509","PHONE","Unspecified","BRONX",,,,,,,,"40.83228518575849","-73.92974394584188","
,  
(40.83228518575849, -73.92974394584188)"
"46423035","2020-06-08T23:02:02.000","2020-06-09T00:06:38.000","NYPD","New York City Police Department","Noise - Vehicle","Engine Idling","Street/Sidewalk","10452","1550 INWOOD AVENUE","INWOOD AVENUE","GOBLE PLACE","WEST MT EDEN AVENUE","GOBLE PLACE","WEST MT EDEN AVENUE",,"BRONX","INWOOD AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:06:41.000","04 BRONX","2028590030","BRONX","1007392","246810","ONLINE","Unspecified","BRONX",,,,,,,,"40.844081256763324","-73.91635870872518","
,  
(40.844081256763324, -73.91635870872518)"
"46421678","2020-06-08T23:01:41.000","2020-06-08T23:06:20.000","NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party","Club/Bar/Restaurant","10011","26 GREENWICH AVENUE","GREENWICH AVENUE","WEST   10 STREET","CHARLES STREET","WEST   10 STREET","CHARLES STREET",,"NEW YORK","GREENWICH AVENUE",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2020-06-09T03:06:23.000","02 MANHATTAN","1006060008","MANHATTAN","984203","207066","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.73502499133338","-74.0001695923429","
,  
(40.73502499133338, -74.0001695923429)"
"46420592","2020-06-08T23:01:41.000","2020-06-08T23:31:16.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11206","115 STANWIX STREET","STANWIX STREET","MONTIETH STREET","FLUSHING AVENUE","MONTIETH STREET","FLUSHING AVENUE",,"BROOKLYN","STANWIX STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:31:17.000","04 BROOKLYN","3031390021","BROOKLYN","1002186","195124","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.70222889514506","-73.9353125081528","
,  
(40.70222889514506, -73.9353125081528)"
"46418306","2020-06-08T23:01:23.000",,"MAYORâS OFFICE OF SPECIAL ENFORCEMENT","Mayorâs Office of Special Enforcement","NonCompliance with Phased Reopening","Business not allowed to be open","Store/Commercial","10451","680 COURTLAND AVENUE","COURTLAND AVENUE","EAST  153 STREET","EAST  154 STREET","EAST  153 STREET","EAST  154 STREET",,"BRONX","COURTLANDT AVENUE",,"In Progress",,,,"01 BRONX","2024000006","BRONX","1006899","237889","PHONE","Unspecified","BRONX",,,,,,,,"40.81959696430956","-73.91817065948587","
,  
(40.81959696430956, -73.91817065948587)"
"46419845","2020-06-08T23:01:18.000",,"NYPD","New York City Police Department","Non-Emergency Police Matter","Face Covering Violation","Street/Sidewalk","10026","135 ST NICHOLAS AVENUE","ST NICHOLAS AVENUE","BEND","WEST  117 STREET","BEND","WEST  117 STREET",,"NEW YORK","ST NICHOLAS AVENUE",,"In Progress",,,,"10 MANHATTAN",,"MANHATTAN","997337","232238","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.80410588575625","-73.95272854231213","
,  
(40.80410588575625, -73.95272854231213)"
"46423297","2020-06-08T23:01:11.000","2020-06-08T23:14:10.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11434","174-05 126 AVENUE","126 AVENUE","174 PLACE","176 STREET","174 PLACE","176 STREET",,"JAMAICA","126 AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T03:14:13.000","12 QUEENS","4125210065","QUEENS","1048183","187593","MOBILE","Unspecified","QUEENS",,,,,,,,"40.68134533122149","-73.76949293685381","
,  
(40.68134533122149, -73.76949293685381)"
"46418029","2020-06-08T23:01:10.000","2020-06-08T23:33:36.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Talking","Street/Sidewalk","11368","40-16 JUNCTION BOULEVARD","JUNCTION BOULEVARD","ROOSEVELT AVENUE","40 ROAD","ROOSEVELT AVENUE","40 ROAD",,"CORONA","JUNCTION BOULEVARD",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:33:37.000","04 QUEENS",,"QUEENS","1020481","212119","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74881999383391","-73.86923883345534","
,  
(40.74881999383391, -73.86923883345534)"
"46412733","2020-06-08T23:01:06.000",,"DOHMH","Department of Health and Mental Hygiene","Indoor Air Quality","Ventilation","1-2 Family Dwelling","10312","677 LEVERETT AVENUE","LEVERETT AVENUE","RICHMOND AVENUE","WAINWRIGHT AVENUE","RICHMOND AVENUE","WAINWRIGHT AVENUE",,"STATEN ISLAND","LEVERETT AVENUE",,"In Progress",,,,"03 STATEN ISLAND","5056090020","STATEN ISLAND","937121","141420","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.55471571649305","-74.16959899090088","
,  
(40.55471571649305, -74.16959899090088)"
"46417952","2020-06-08T23:00:57.000","2020-06-08T23:33:39.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11207","769 CHAUNCEY STREET","CHAUNCEY STREET","EVERGREEN AVENUE","CENTRAL AVENUE","EVERGREEN AVENUE","CENTRAL AVENUE",,"BROOKLYN","CHAUNCEY STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:33:41.000","04 BROOKLYN","3034460044","BROOKLYN","1010194","189336","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.68632233012646","-73.90645338340714","
,  
(40.68632233012646, -73.90645338340714)"
"46420387","2020-06-08T23:00:47.000","2020-06-08T23:02:48.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10303","37 SOUTH AVENUE","SOUTH AVENUE","RICHMOND TERRACE","ARLINGTON PLACE","RICHMOND TERRACE","ARLINGTON PLACE",,"STATEN ISLAND","SOUTH AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:02:53.000","01 STATEN ISLAND","5012540064","STATEN ISLAND","938162","172102","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.638936927993726","-74.16606215884556","
,  
(40.638936927993726, -74.16606215884556)"
"46413735","2020-06-08T23:00:36.000","2020-06-08T23:03:31.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Talking","Street/Sidewalk","10030","137 EDGECOMBE AVENUE","EDGECOMBE AVENUE","WEST  141 STREET","WEST  142 STREET","WEST  141 STREET","WEST  142 STREET",,"NEW YORK","EDGECOMBE AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2020-06-09T03:03:33.000","09 MANHATTAN","1020510013","MANHATTAN","999465","238461","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.82118287522514","-73.94502790462121","
,  
(40.82118287522514, -73.94502790462121)"
"46421706","2020-06-08T23:00:36.000","2020-06-08T23:14:25.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","11434","174-05 126 AVENUE","126 AVENUE","174 PLACE","176 STREET","174 PLACE","176 STREET",,"JAMAICA","126 AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T03:14:27.000","12 QUEENS","4125210065","QUEENS","1048183","187593","MOBILE","Unspecified","QUEENS",,,,,,,,"40.68134533122149","-73.76949293685381","
,  
(40.68134533122149, -73.76949293685381)"
"46415936","2020-06-08T23:00:33.000",,"EDC","Economic Development Corporation","Noise - Helicopter","NYPD","Above Address","11225","15 CROWN STREET","CROWN STREET","WASHINGTON AVENUE","FRANKLIN AVENUE SHUTTLE LINE","WASHINGTON AVENUE","FRANKLIN AVENUE SHUTTLE LINE",,"BROOKLYN","CROWN STREET",,"In Progress",,,,"09 BROOKLYN","3011890068","BROOKLYN","995014","182489","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.66756034112694","-73.96119902929696","
,  
(40.66756034112694, -73.96119902929696)"
"46416525","2020-06-08T23:00:29.000","2020-06-08T23:31:59.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Talking","Street/Sidewalk","11217","413 BALTIC STREET","BALTIC STREET","HOYT STREET","BOND STREET","HOYT STREET","BOND STREET",,"BROOKLYN","BALTIC STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:32:01.000","06 BROOKLYN","3003920001","BROOKLYN","987298","188386","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.68375229579711","-73.98901021257748","
,  
(40.68375229579711, -73.98901021257748)"
"46418743","2020-06-08T23:00:18.000",,"EDC","Economic Development Corporation","Noise - Helicopter","NYPD","Above Address","11215","607 PRESIDENT STREET","PRESIDENT STREET","4 AVENUE","5 AVENUE","4 AVENUE","5 AVENUE",,"BROOKLYN","PRESIDENT STREET",,"In Progress",,,,"06 BROOKLYN","3009550071","BROOKLYN","989099","185714","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.676417458613834","-73.98251849784737","
,  
(40.676417458613834, -73.98251849784737)"
"46421080","2020-06-08T23:00:17.000",,"DOT","Department of Transportation","Bus Stop Shelter Complaint","Broken Glass","Bus Stop Shelter","11214","85 STREET","85 STREET","85 STREET","BAY PARKWAY","85 STREET","BAY PARKWAY",,,,,"In Progress",,,,"11 BROOKLYN",,"BROOKLYN","986138","158796","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.60253443803092","-73.9932009584674","
,  
(40.60253443803092, -73.9932009584674)"
"46413768","2020-06-08T23:00:00.000","2020-06-08T23:04:12.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","10457","BROOK AVENUE","BROOK AVENUE","BROOK AVENUE","EAST  171 STREET","BROOK AVENUE","EAST  171 STREET",,,,,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:04:13.000","03 BRONX",,"BRONX","1010474","244694","ONLINE","Unspecified","BRONX",,,,,,,,"40.83826484237323","-73.90522783028261","
,  
(40.83826484237323, -73.90522783028261)"
"46421132","2020-06-08T23:00:00.000",,"DEP","Department of Environmental Protection","Noise","Noise: Construction Before/After Hours (NM1)",,"11231",,,,,"CLINTON STREET","HAMILTON AVENUE","INTERSECTION","BROOKLYN",,"N/A","Open",,,,"06 BROOKLYN",,"BROOKLYN","983909","185569","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.67602078780694","-74.00122935795805","
,  
(40.67602078780694, -74.00122935795805)"
"46413736","2020-06-08T22:59:59.000","2020-06-08T23:03:50.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Talking","Street/Sidewalk","10456","634 EAST  169 STREET","EAST  169 STREET","BEND","BOSTON ROAD","BEND","BOSTON ROAD",,"BRONX","EAST  169 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:03:53.000","03 BRONX","2026150034","BRONX","1011688","242086","ONLINE","Unspecified","BRONX",,,,,,,,"40.83110295134781","-73.90085116928331","
,  
(40.83110295134781, -73.90085116928331)"
"46419129","2020-06-08T22:59:16.000",,"DHS","Department of Homeless Services","Homeless Person Assistance","N/A","N/A","10455","470 EAST 151 STREET","EAST 151 STREET","MELROSE AVENUE","3 AVENUE","MELROSE AVENUE","3 AVENUE","ADDRESS","BRONX","EAST  151 STREET",,"Closed",,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.","2020-06-09T00:06:44.000","Unspecified BRONX",,"BRONX","1007401","237053","PHONE","Unspecified","BRONX",,,,,,,,"40.81730107907777","-73.9163598517139","
,  
(40.81730107907777, -73.9163598517139)"
"46413755","2020-06-08T22:59:12.000","2020-06-09T00:36:22.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","10453","2015 CRESTON AVENUE","CRESTON AVENUE","BUSH STREET","EAST BURNSIDE AVENUE","BUSH STREET","EAST BURNSIDE AVENUE",,"BRONX","CRESTON AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:36:24.000","05 BRONX","2028070070","BRONX","1010397","249710","ONLINE","Unspecified","BRONX",,,,,,,,"40.8520325101027","-73.90548654524089","
,  
(40.8520325101027, -73.90548654524089)"
"46415054","2020-06-08T22:59:00.000","2020-06-09T00:34:38.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10468","2414 CRESTON AVENUE","CRESTON AVENUE","EAST  184 STREET","EAST  188 STREET","EAST  184 STREET","EAST  188 STREET",,"BRONX","CRESTON AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:34:41.000","05 BRONX","2031650022","BRONX","1012152","252944","ONLINE","Unspecified","BRONX",,,,,,,,"40.86090349561791","-73.89912929801893","
,  
(40.86090349561791, -73.89912929801893)"
"46420879","2020-06-08T22:58:55.000","2020-06-09T00:21:46.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Talking","Street/Sidewalk","10467","762 ARNOW AVENUE","ARNOW AVENUE","HOLLAND AVENUE","WALLACE AVENUE","HOLLAND AVENUE","WALLACE AVENUE",,"BRONX","ARNOW AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:21:47.000","11 BRONX","2045110032","BRONX","1021637","255484","ONLINE","Unspecified","BRONX",,,,,,,,"40.867839944503594","-73.86482521041764","
,  
(40.867839944503594, -73.86482521041764)"
"46422321","2020-06-08T22:58:54.000","2020-06-08T23:24:14.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11221","412 EVERGREEN AVENUE","EVERGREEN AVENUE","BLEECKER STREET","MENAHAN STREET","BLEECKER STREET","MENAHAN STREET",,"BROOKLYN","EVERGREEN AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:24:15.000","04 BROOKLYN","3033040014","BROOKLYN","1005816","191862","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.69326736609261","-73.92223109941975","
,  
(40.69326736609261, -73.92223109941975)"
"46423045","2020-06-08T22:58:51.000","2020-06-08T23:11:37.000","NYPD","New York City Police Department","Noise - Commercial","Car/Truck Music","Store/Commercial","11237","1545 MYRTLE AVENUE","MYRTLE AVENUE","LINDEN STREET","GATES AVENUE","LINDEN STREET","GATES AVENUE",,"BROOKLYN","MYRTLE AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T03:11:39.000","04 BROOKLYN","3033370006","BROOKLYN","1008260","194073","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.69932975132961","-73.91340994364258","
,  
(40.69932975132961, -73.91340994364258)"
"46416547","2020-06-08T22:58:44.000","2020-06-08T23:32:54.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11237","1 RIDGEWOOD PLACE","RIDGEWOOD PLACE","PALMETTO STREET","WOODBINE STREET","PALMETTO STREET","WOODBINE STREET",,"BROOKLYN","RIDGEWOOD PLACE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:32:57.000","04 BROOKLYN","3033540009","BROOKLYN","1008746","193853","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.698724571004874","-73.91165802663414","
,  
(40.698724571004874, -73.91165802663414)"
"46420824","2020-06-08T22:58:33.000","2020-06-08T23:32:26.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11418","86-49 102 STREET","102 STREET","JAMAICA AVENUE","87 AVENUE","JAMAICA AVENUE","87 AVENUE",,"RICHMOND HILL","102 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T03:32:29.000","09 QUEENS","4092880001","QUEENS","1027141","192537","MOBILE","Unspecified","QUEENS",,,,,,,,"40.695042424873996","-73.84532708825154","
,  
(40.695042424873996, -73.84532708825154)"
"46413859","2020-06-08T22:58:16.000","2020-06-09T01:00:25.000","NYPD","New York City Police Department","Noise - Vehicle","Engine Idling","Street/Sidewalk","10468","3131 GRAND CONCOURSE","GRAND CONCOURSE","EAST  204 STREET","EAST  205 STREET","EAST  204 STREET","EAST  205 STREET",,"BRONX","GRAND CONCOURSE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T05:00:27.000","07 BRONX","2033110001","BRONX","1015693","258131","ONLINE","Unspecified","BRONX",,,,,,,,"40.87512831676302","-73.88630362664097","
,  
(40.87512831676302, -73.88630362664097)"
"46421593","2020-06-08T22:58:03.000","2020-06-08T23:27:11.000","NYPD","New York City Police Department","Illegal Fireworks","N/A","Street/Sidewalk","10128","1 AVENUE","1 AVENUE","1 AVENUE","EAST   94 STREET","1 AVENUE","EAST   94 STREET",,,,,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2020-06-09T03:27:14.000","08 MANHATTAN",,"MANHATTAN","999296","224166","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.78194731108964","-73.94567053793698","
,  
(40.78194731108964, -73.94567053793698)"
"46422104","2020-06-08T22:57:54.000","2020-06-08T23:53:45.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10459","1323 WEST FARMS ROAD","WEST FARMS ROAD","FREEMAN STREET","BOONE AVENUE","FREEMAN STREET","BOONE AVENUE",,"BRONX","WEST FARMS ROAD",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T03:53:47.000","03 BRONX","2030070036","BRONX","1015538","241598","ONLINE","Unspecified","BRONX",,,,,,,,"40.82975073258145","-73.88694125777138","
,  
(40.82975073258145, -73.88694125777138)"
"46415989","2020-06-08T22:57:48.000",,"NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music",,"10451","672 COURTLAND AVENUE","COURTLAND AVENUE","EAST  153 STREET","EAST  154 STREET","EAST  153 STREET","EAST  154 STREET",,"BRONX","COURTLANDT AVENUE",,"In Progress",,,,"01 BRONX","2024000003","BRONX","1006882","237835","PHONE","Unspecified","BRONX",,,,,,,,"40.8194487931583","-73.91823226144174","
,  
(40.8194487931583, -73.91823226144174)"
"46417362","2020-06-08T22:57:41.000",,"NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10458","2434 BEAUMONT AVENUE","BEAUMONT AVENUE","EAST  188 STREET","EAST  189 STREET","EAST  188 STREET","EAST  189 STREET",,"BRONX","BEAUMONT AVENUE",,"In Progress",,,,"06 BRONX","2031050012","BRONX","1016359","250861","PHONE","Unspecified","BRONX",,,,,,,,"40.85517199093393","-73.88393023808275","
,  
(40.85517199093393, -73.88393023808275)"
"46413026","2020-06-08T22:57:30.000","2020-06-08T23:32:04.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","11237","343 LINDEN STREET","LINDEN STREET","MYRTLE AVENUE","WYCKOFF AVENUE","MYRTLE AVENUE","WYCKOFF AVENUE",,"BROOKLYN","LINDEN STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:32:06.000","04 BROOKLYN","3033280049","BROOKLYN","1008265","194146","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.699530105620845","-73.91339165127636","
,  
(40.699530105620845, -73.91339165127636)"
"46415782","2020-06-08T22:57:12.000","2020-06-08T23:06:12.000","NYPD","New York City Police Department","Noise - Commercial","Banging/Pounding","Store/Commercial","11231","90 LUQUER STREET","LUQUER STREET","BEND","CLINTON STREET","BEND","CLINTON STREET",,"BROOKLYN","LUQUER STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:06:13.000","06 BROOKLYN","3003760015","BROOKLYN","983828","186287","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.67799153219497","-74.00152142049552","
,  
(40.67799153219497, -74.00152142049552)"
"46423817","2020-06-08T22:57:10.000","2020-06-08T22:57:48.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Talking","Street/Sidewalk","10456","638 EAST  169 STREET","EAST  169 STREET","BEND","BOSTON ROAD","BEND","BOSTON ROAD",,"BRONX","EAST  169 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T02:57:50.000","03 BRONX","2026150034","BRONX","1011700","242043","ONLINE","Unspecified","BRONX",,,,,,,,"40.83098489147542","-73.90080798256308","
,  
(40.83098489147542, -73.90080798256308)"
"46421959","2020-06-08T22:57:07.000","2020-06-08T23:23:11.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","11237","296 GROVE STREET","GROVE STREET","KNICKERBOCKER AVENUE","MYRTLE AVENUE","KNICKERBOCKER AVENUE","MYRTLE AVENUE",,"BROOKLYN","GROVE STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:23:13.000","04 BROOKLYN","3033260020","BROOKLYN","1007650","193747","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.69843659182611","-73.915610988864","
,  
(40.69843659182611, -73.915610988864)"
"46419414","2020-06-08T22:57:01.000","2020-06-08T22:58:47.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Talking","Street/Sidewalk","10472","1207 BEACH AVENUE","BEACH AVENUE","GLEASON AVENUE","WESTCHESTER AVENUE","GLEASON AVENUE","WESTCHESTER AVENUE",,"BRONX","BEACH AVENUE",,"Closed",,"The Police Department reviewed your complaint and provided additional information below.","2020-06-09T02:58:50.000","09 BRONX","2037630001","BRONX","1021327","241829","MOBILE","Unspecified","BRONX",,,,,,,,"40.83036235589997","-73.86602154214397","
,  
(40.83036235589997, -73.86602154214397)"
